name,ovr_score,ovr_rank,tch_score,tch_rank,res_score,res_rank,cit_score,cit_rank,ind_score,ind_rank,int_score,int_rank,std_stat,std_rank,stf_stat,stf_rank,int_stat,int_rank
Imam Abdulrahman Bin Faisal University,34,679,22.1,940,9.9,1530,64,591,37.5,1423,72.9,305,"22,059",669,8.7,1655,4%,1146
Indian Institute of Technology Indore,34,680,32.8,413,23.7,598,61.8,626,39.1,1092,24.9,1472,"2,001",1758,11.7,1421,0%,1777
Indraprastha Institute of Information Technology Delhi,34,681,21.5,993,17.5,864,69.6,494,78.9,123,33.8,1139,"2,399",1746,23.1,384,2%,1315
"International Islamic University, Islamabad",34,682,17.2,1456,10.8,1419,80.7,304,36.9,1729,52.2,622,"25,221",560,25.1,306,7%,836
Iran University of Medical Sciences,34,683,46,148,14.9,1029,56.1,740,41.7,781,27.1,1383,"8,840",1398,8.3,1681,5%,1042
Istanbul Technical University,34,684,31.9,449,35.5,306,29.1,1232,100,12,42.6,879,"18,562",814,24.2,338,15%,457
Jagiellonian University,34,685,31.3,473,25.3,548,56.7,727,37.6,1392,40.9,936,"34,725",288,9.6,1607,11%,655
Jamia Hamdard University,34,686,18.9,1220,12.6,1223,73.3,439,40.5,894,31.3,1225,"9,636",1339,20,566,3%,1196
Jawaharlal Nehru University,34,687,44.1,171,23.5,606,38.3,1062,37.9,1324,19.5,1706,"8,840",1399,14.2,1154,2%,1383
Jiangsu University,34,688,21,1034,12.5,1232,66.5,547,58.8,285,44.4,821,"35,687",273,9.5,1614,6%,958
Jinan University,34,689,21.6,983,20.2,735,57.1,717,45,563,52.9,608,"41,858",167,16.6,854,27%,187
University of Johannesburg,34,690,24.7,767,33.4,338,35.8,1092,45.5,543,74.9,271,"29,167",437,25.1,305,15%,456
Jönköping University,34,691,18.6,1260,18.3,834,58.9,688,38.1,1276,65.5,397,"6,762",1546,13,1286,14%,512
The University of Jordan,34,692,24.8,758,12.4,1240,60.9,650,40.8,863,59.9,480,"30,380",394,13.4,1229,13%,561
Jouf University,34,693,27.3,632,17.7,852,47.7,889,38.4,1208,75,270,"19,826",756,9.8,1594,3%,1268
University of Kaiserslautern,34,694,37.5,291,26.7,505,32.2,1167,62.5,249,54.9,575,"8,572",1420,28.8,206,22%,257
Kalasalingam Academy of Research and Education,34,695,22.3,924,9.3,1602,82.3,278,39.3,1060,23.3,1553,"7,365",1497,8.8,1650,3%,1270
Kansai Medical University,34,696,27.6,616,8.5,1715,82.6,273,38.1,1270,18.2,1737,"1,086",1791,1.3,1794,2%,1436
University of Kashan,34,697,21.4,1007,19.2,786,76.3,385,38.4,1203,22.8,1581,"8,190",1445,27.2,245,3%,1170
Universiti Kebangsaan Malaysia,34,698,37.6,288,23.9,593,47.1,904,40.1,949,65.7,392,"16,873",905,10.1,1565,14%,525
KIIT University,34,699,30.3,512,13.6,1129,67.5,529,69.5,196,28,1343,"24,796",575,12.3,1359,9%,748
King Saud bin Abdulaziz University for Health Sciences,34,700,34.8,353,13.9,1111,50.1,852,42.9,688,62.9,440,"7,870",1466,11.3,1460,1%,1619
Konkuk University,34,701,30.6,497,37.8,266,30.5,1197,45.8,531,42.1,897,"13,375",1099,26.2,266,14%,490
Kore University of Enna,34,702,16.7,1522,12.1,1280,86.3,213,37.9,1312,37.7,1022,"5,053",1644,14.5,1116,1%,1574
University of Kurdistan,34,703,14.7,1712,14.4,1080,74.2,427,41.8,770,30.9,1235,"12,924",1132,34.6,113,5%,970
Lahore University of Management Sciences,34,704,21.5,994,15.7,980,64.5,580,38.8,1147,47.2,744,"4,499",1672,13.8,1200,1%,1585
Lehigh University,34,705,28.3,591,21.4,689,52.3,810,39.3,1063,65.2,401,"6,459",1558,11.1,1483,18%,387
University of Limerick,34,706,24.2,799,30.3,423,50.8,837,40.7,872,83,183,"14,733",1028,25.1,308,20%,323
London South Bank University,34,707,18,1340,12.1,1278,63.5,599,37.5,1424,87.7,141,"13,050",1121,16.8,840,35%,93
University of Lorraine,34,708,23.2,860,17.8,848,54.6,768,39.7,1005,64.7,411,"61,210",61,20.2,546,17%,405
Louisiana State University,34,709,34.8,354,21.4,687,47,908,38.2,1253,39.9,961,"29,191",435,18.2,697,5%,991
Lviv Polytechnic National University,34,710,19.4,1180,10.7,1433,53.7,785,38,1294,25.3,1452,"21,367",695,10.5,1532,1%,1625
Maharishi Markandeshwar University (MMU),34,711,19.9,1136,8.2,1756,76.8,377,37.3,1502,26.6,1401,"9,053",1383,13.3,1245,10%,706
Majmaah University,34,712,16,1599,8.5,1720,71.4,467,37,1649,72.6,310,"20,844",717,14.2,1148,2%,1382
University of Malakand,34,713,17,1482,11.4,1335,79.3,339,37.5,1417,44.8,806,"7,757",1476,27.1,247,1%,1463
Manchester Metropolitan University,34,714,19.1,1203,17.4,871,69.1,503,37.4,1464,73.8,289,"29,195",434,15.9,933,19%,356
Mansoura University,34,715,20.7,1058,11.5,1321,80.6,305,43.7,631,48.9,697,"161,977",11,47.5,28,3%,1156
Marche Polytechnic University,34,716,20.4,1086,22.3,653,73.1,442,45.4,547,33.9,1134,"10,544",1268,22.4,416,5%,982
"University of Maryland, Baltimore County",34,717,23,876,22.2,657,58.4,696,37.9,1318,37.7,1023,"11,456",1212,16.8,841,8%,784
Mashhad University of Medical Sciences,34,718,29.3,553,13.5,1140,60.9,649,37,1658,26.2,1417,"9,148",1371,9.7,1606,4%,1143
Massey University,34,719,24.3,794,25.8,530,39.7,1033,43.8,625,92.9,82,"17,534",876,16.1,910,29%,154
Medical University of Lodz,34,720,20.7,1059,9.7,1551,80.1,314,37.1,1591,30.4,1258,"10,294",1286,8.6,1665,10%,720
Memorial University of Newfoundland,34,721,23.3,848,22.7,636,47.6,890,72.1,178,81.2,204,"16,098",943,14.9,1052,21%,304
Minia University,34,722,15.9,1606,8.5,1721,74.9,414,37.1,1592,46.2,768,"75,566",34,17.9,719,1%,1532
Mizzou - University of Missouri,34,723,34.8,355,25.3,547,52.1,814,40.2,932,44.7,809,"25,113",564,11.8,1408,4%,1133
University of Mohaghegh Ardabili,34,724,20.9,1043,11.1,1374,75.1,410,37.2,1554,27.5,1370,"11,435",1214,28.7,207,0%,1673
University of Nairobi,34,725,13.2,1775,8.8,1681,86.9,205,36.9,1725,47.3,739,"52,678",85,34.5,114,2%,1293
University of Namibia,34,726,13.3,1774,8,1776,90.3,147,36.9,1720,64.2,420,"29,369",429,21.8,442,3%,1184
Nanjing Agricultural University,34,727,20.5,1078,24.1,589,59.5,676,47.5,473,24.9,1468,"28,184",467,17,807,2%,1351
Nantes Université,34,728,27.3,633,24.4,576,62,623,42,749,51.9,628,"36,281",257,24,343,11%,622
National Cheng Kung University (NCKU),34,729,31.9,450,39.9,238,25.2,1303,100,13,38.7,991,"20,080",743,15.1,1031,12%,596
National University of Science and Technology (MISiS),34,730,30.7,492,22.2,655,38.3,1063,85.9,91,64.6,412,"7,300",1501,11.1,1480,26%,202
National Taiwan University of Science and Technology (Taiwan Tech),34,731,26.8,660,35.9,295,41.6,996,65.9,222,53.7,594,"8,906",1391,17.9,724,18%,378
National Institute of Technology Silchar,34,732,28.4,587,16,951,61.3,640,38,1291,17.7,1756,"3,900",1690,13.9,1190,3%,1239
National Yunlin University of Science and Technology,34,733,19.6,1161,27.1,497,57.1,716,93.3,51,34.3,1124,"9,135",1372,21.8,444,6%,907
Near East University,34,734,20.7,1060,17.4,870,57.6,709,78.5,127,95.7,36,"20,103",742,24.5,326,83%,3
"University of Nevada, Las Vegas",34,735,31.8,452,24.6,569,50.7,841,37.3,1512,31,1233,"26,730",511,23.2,379,4%,1072
University of New Brunswick UNB,34,736,20.5,1079,21.3,699,52.4,806,38.4,1206,74.8,275,"8,661",1412,14.7,1085,15%,472
New Jersey Institute of Technology,34,737,20.5,1080,20.6,720,60.6,653,40.1,945,85.2,164,"9,757",1326,14.6,1101,24%,228
University of North Carolina at Charlotte,34,738,20.2,1110,19.3,780,71.7,463,39.4,1042,31.6,1209,"27,579",484,20.5,526,5%,984
North South University,34,739,12.7,1789,9.3,1611,87.8,189,36.9,1723,34.8,1109,"24,760",576,30.9,163,0%,1669
North-West University,34,740,20.4,1087,18.5,819,67.3,533,40.4,902,50.8,652,"40,095",192,24.3,332,3%,1173
Norwegian University of Life Sciences,34,741,25,744,13.3,1162,61.8,627,41,841,72.3,316,"6,786",1544,7.6,1719,12%,615
NOVA University of Lisbon,34,742,23.7,828,31.1,407,42.4,979,54.5,330,64.2,418,"20,996",708,17.8,729,23%,242
"University of Occupational and Environmental Health, Japan",34,743,27.1,646,10.8,1413,78.6,351,42.1,740,20.3,1676,"1,157",1786,2.5,1785,2%,1433
Oklahoma State University,34,744,29.7,535,20.5,721,53.8,777,39.6,1021,45.7,782,"21,250",697,14,1175,6%,941
Ontario Tech University,34,745,19.5,1170,24.3,581,53,793,40.6,883,60.9,464,"8,969",1389,28.6,209,8%,766
The Open University,34,746,19.2,1194,16.9,903,60.5,657,37.1,1596,57.3,526,"68,390",46,31.6,153,8%,764
Oxford Brookes University,34,747,24.6,777,22.7,635,52.8,800,37.2,1561,83.6,180,"13,575",1092,14.2,1151,25%,215
University of Parma,34,748,18.3,1298,22.1,663,65.1,571,41.9,761,37.1,1040,"28,210",465,32.1,150,6%,894
Universidad Peruana Cayetano Heredia,34,749,20.7,1061,12,1286,80.9,301,41.9,758,47.2,743,"6,028",1593,6.7,1741,0%,1791
University of Perugia,34,750,21.6,984,19.3,778,73.5,436,41.9,760,46,773,"24,943",568,25.1,307,6%,901
Plekhanov Russian University of Economics,34,751,21.9,959,12.2,1267,66.7,543,40.1,944,42.1,898,"13,994",1065,8.7,1657,13%,571
Polytechnic University of Bari,34,752,18.5,1271,23.1,624,73.3,438,57.9,289,35,1096,"9,998",1304,43.1,47,1%,1445
Polytechnic University of Turin,34,753,23.9,816,26.7,509,58.4,695,55.7,310,48.7,699,"29,428",426,30.4,167,14%,488
Prince Sattam Bin Abdulaziz University,34,754,17.7,1390,9.9,1533,80.4,309,37.8,1342,73.6,290,"27,117",502,12.2,1370,2%,1404
Universiti Putra Malaysia,34,755,38.5,272,28.2,469,28.8,1238,74.3,163,79.4,224,"18,365",831,11.1,1477,26%,201
Qingdao University,34,756,16.4,1560,14.7,1050,75.9,392,40.9,853,22.1,1603,"42,667",162,15.2,1020,2%,1368
Université du Québec,34,757,26.9,655,29.1,447,35.6,1099,43.8,626,72,320,"50,418",94,17.9,720,12%,590
University of Regina,34,758,17.6,1407,18,844,64.4,582,39,1110,68.3,364,"14,172",1059,24.7,320,27%,182
Rensselaer Polytechnic Institute,34,759,28.9,570,26.1,519,51,835,59.1,282,72.6,308,"7,475",1492,14.7,1086,21%,305
Riga Stradiņš University,34,760,16.2,1581,11.2,1360,75.5,402,38.2,1240,73.1,299,"8,512",1426,19.5,607,28%,168
Riphah International University,34,761,13.6,1765,9,1654,82.8,271,37,1643,44.5,819,"23,590",611,21.5,460,0%,1707
Rovira i Virgili University,34,762,21.9,960,22.3,652,61.5,632,40.5,895,55.2,570,"12,975",1127,12.6,1338,13%,565
RUDN University,34,763,38,282,21.5,679,37.9,1068,43.4,651,63.5,434,"21,820",676,14,1174,32%,122
Universiti Sains Malaysia,34,764,36.1,322,25.3,546,43.2,968,44.8,573,60.6,468,"23,492",614,11.6,1423,17%,415
San Diego State University,34,765,24.5,784,11.1,1370,69.4,499,37.6,1389,33.5,1150,"31,340",375,27.5,233,7%,831
University of Sannio,34,766,18,1341,18.5,820,70.8,475,55.5,314,28.6,1325,"2,944",1730,15.4,1003,2%,1367
University of Santiago de Compostela,34,767,24.2,800,19.8,751,55.7,748,40.7,871,45.6,785,"24,713",577,14.5,1109,9%,744
Savitribai Phule Pune University,34,768,40.6,222,23.5,607,46,926,38.7,1159,22,1608,"5,163",1638,12.1,1385,6%,949
University of Campania Luigi Vanvitelli,34,769,23.3,849,8.6,1700,78,363,37.8,1344,28.9,1308,"33,663",305,35.1,107,2%,1292
Shanghai University,34,770,24.7,768,33.1,349,41.4,999,75.3,154,35.3,1083,"37,499",232,13.1,1263,7%,872
"Soochow University, China",34,771,23,877,21.4,692,64.5,579,59.9,271,25.9,1428,"47,989",109,15.5,977,5%,1008
Southern Cross University,34,772,18.7,1248,24.9,561,55.9,744,47.4,477,80.7,212,"10,866",1246,36.1,98,28%,161
University of Strasbourg,34,773,24.7,769,23.1,622,59.6,674,44.2,601,73.3,293,"51,028",90,19.8,580,21%,292
Sultan Qaboos University,34,774,23.1,869,18.4,824,56.9,722,40.6,881,74.9,272,"7,436",1494,8.6,1666,4%,1149
University of the Sunshine Coast,34,775,19.5,1171,26.5,515,48,887,42.9,689,70.5,339,"11,118",1236,29.6,190,16%,427
SUNY Binghamton University,34,776,25.3,719,20.4,725,56.8,724,40,962,37,1043,"18,852",797,22,432,11%,623
University of Tabriz,34,777,23.4,842,21.4,691,68.9,506,41,840,36.7,1051,"20,983",709,27.2,243,6%,898
Tabriz University of Medical Sciences,34,778,42.4,195,13.9,1109,58.4,697,37.1,1597,25.7,1437,"8,524",1424,9.9,1585,2%,1418
Taif University,34,779,16.9,1496,12.4,1247,75.3,406,38.8,1144,72,321,"39,622",200,19.6,594,2%,1336
Tallinn University of Technology,34,780,20.2,1111,20.8,716,55.1,759,52.4,364,77.6,242,"8,739",1406,12.6,1339,17%,413
University of Tehran,34,781,32.9,412,31.7,390,51.9,817,36.9,1746,29,1303,"45,295",140,21.5,457,2%,1324
Tehran University of Medical Sciences,34,782,46.4,141,17.4,867,44.8,947,40.6,885,31.7,1205,"11,605",1200,6.4,1746,11%,662
Universiti Teknologi Malaysia,34,783,33,409,28.9,450,41.7,994,46.2,515,64.2,419,"19,974",748,13.5,1223,20%,339
University of Texas at Arlington,34,784,23.9,817,19.2,785,56.8,725,40.2,930,45.6,786,"33,537",311,29.5,191,13%,534
The University of Texas at San Antonio,34,785,21.2,1022,21.5,682,69,505,39,1109,38,1014,"27,187",499,24.7,318,3%,1172
Thapar Institute of Engineering and Technology,34,786,21.3,1012,12,1285,88.4,176,37.3,1499,23.4,1548,"9,375",1354,16.9,830,1%,1544
University of Toledo,34,787,34.8,356,15.1,1013,49.9,856,41.9,763,48.6,703,"17,871",858,16.1,909,10%,692
Tomsk State University,34,788,41.5,208,37.4,273,18,1466,88.7,78,73.5,291,"7,806",1472,11.7,1418,36%,87
TU Braunschweig,34,789,26.4,678,15.4,998,53.8,779,42.8,697,58.4,506,"19,676",761,9.8,1595,17%,421
University of Ulsan,34,790,21.8,969,24.4,578,66.2,554,65.1,229,23.7,1528,"12,415",1157,11,1487,4%,1136
Ulster University,34,791,19.9,1137,22.3,654,50.5,846,39,1113,77.6,243,"17,685",869,18.8,656,9%,733
Umm Al-Qura University,34,792,30.2,516,13.3,1161,51.7,822,59.9,272,82.2,192,"30,207",404,8.3,1680,11%,660
Paris Lodron Universität Salzburg,34,793,26.5,672,22.8,631,48.8,872,41.3,816,95.2,41,"7,169",1516,11.9,1402,34%,107
Wenzhou University,34,794,14.9,1695,11.2,1364,86.3,214,40.6,880,27.8,1353,"21,827",675,18.2,699,3%,1207
University of the Western Cape,34,795,20.4,1088,23.7,602,61.6,630,36.9,1742,55.8,561,"23,510",613,33.8,125,6%,892
University of the West of Scotland,34,796,24.1,807,15.5,989,61.5,633,37.9,1317,76.8,254,"12,120",1173,22,434,20%,324
University of Windsor,34,797,35.1,340,29.4,441,34.5,1117,44.2,603,88.7,126,"14,516",1039,33.3,134,29%,149
University of Wolverhampton,34,798,18.2,1312,14.3,1084,68.8,508,37.3,1504,72,323,"14,900",1022,17.2,792,24%,226
University of Wuppertal,34,799,26.4,679,26.7,507,52.8,798,52.1,369,47.6,729,"15,668",968,39.6,64,10%,667
Xi’an Jiaotong-Liverpool University,34,800,17.8,1372,14.8,1043,68.2,513,38.2,1243,72.4,315,"15,767",962,19.9,574,5%,985
Yokohama City University,34,801,26.4,680,10.2,1482,82.8,270,47.6,467,25.2,1453,"5,073",1641,6,1755,2%,1430
Zhengzhou University,34,802,17.8,1373,15.4,1002,71.8,461,38.3,1222,22.2,1600,"70,824",42,17.5,759,3%,1212
University of the Aegean,29.8,803,17.3,1443,19.3,781,53.7,783,62.8,246,34.7,1111,"22,148",663,68.4,10,1%,1440
"University of Agriculture, Faisalabad",29.8,804,24,810,17.4,869,55.3,757,46.7,497,45,800,"27,826",479,42.4,51,0%,1656
The University of Aizu,29.8,805,21.9,961,13,1192,50.8,840,40,965,74.6,280,"1,217",1782,12.1,1386,9%,749
The University of Alabama,29.8,806,27.2,641,19.1,792,54.2,773,37.5,1429,31,1232,"35,457",278,20.9,499,4%,1077
Al-Azhar University,29.8,807,14.9,1696,9.6,1566,63.3,602,37,1655,48.7,701,"425,977",3,38.4,69,6%,889
Al-Balqa Applied University,29.8,808,12.9,1786,11.7,1312,69.8,490,41.2,822,41.3,931,"28,178",468,27.7,229,2%,1303
University of Alcalá,29.8,809,21.3,1013,14,1104,50.8,839,39.4,1046,60.4,472,"15,941",949,10.2,1557,24%,230
Alexandria University,29.8,810,18.6,1261,13.7,1126,56.2,734,40.7,870,46.1,769,"202,206",7,28.2,217,4%,1060
Aligarh Muslim University,29.8,811,35.7,329,12.9,1198,51.1,834,40,964,27.7,1357,"20,428",733,12.1,1377,2%,1405
American University in Cairo,29.8,812,24.4,788,26.6,510,32.5,1160,40.4,909,64.4,416,"5,921",1602,13.7,1207,5%,1022
Anna University,29.8,813,21.3,1014,26.6,511,53.5,787,45.2,555,16.5,1779,"15,149",1003,15.9,939,1%,1555
University of Applied Sciences and Arts of Western Switzerland,29.8,814,21,1035,11.4,1329,41.2,1003,40.4,906,90.5,107,"17,491",878,6.5,1745,30%,147
Aristotle University of Thessaloniki,29.8,815,19,1213,16.2,943,56.9,723,41.4,807,40.4,947,"49,840",98,19.7,589,5%,987
Athens University of Economics and Business,29.8,816,18.3,1299,26.6,512,42.1,985,38.9,1137,48.4,710,"9,682",1337,51,20,6%,887
Universidad Autónoma de Chile,29.8,817,13.2,1776,10.2,1492,72.4,450,36.9,1731,49.7,677,"27,474",488,22.9,390,1%,1482
University of Aveiro,29.8,818,25.9,697,25.7,534,40.2,1024,39,1117,50.4,661,"12,566",1148,15.1,1033,10%,695
University of the Balearic Islands,29.8,819,19.2,1195,16.3,935,51.2,831,37,1668,49.6,678,"11,493",1209,11.8,1410,8%,806
University of the Basque Country,29.8,820,21.5,995,21.8,674,51.7,819,39.6,1023,44.5,818,"43,018",159,15.4,986,6%,928
University of Bedfordshire,29.8,821,17.9,1353,15.2,1012,49.7,861,37.1,1604,79.2,228,"13,175",1109,29.6,189,59%,15
University of Beira Interior,29.8,822,17.8,1374,20.9,711,50.6,843,38.4,1207,58.1,512,"7,861",1468,17,818,22%,266
University of Belgrade,29.8,823,21.1,1029,33,351,44.5,949,42.9,690,43.4,855,"93,251",24,18.9,645,5%,989
Beni-Suef University,29.8,824,17.9,1354,8.7,1689,67.8,519,36.9,1736,45.9,777,"82,124",29,28.3,216,1%,1461
University of Bergamo,29.8,825,18.2,1313,22.4,648,51.5,827,41.2,824,35.5,1081,"22,115",664,60.9,13,7%,825
Bharathiar University,29.8,826,36.6,308,27.6,482,30.4,1200,37.5,1436,23.7,1534,"4,097",1682,18.8,657,0%,1720
Bilkent University,29.8,827,23.4,843,24.2,584,43.5,961,55.3,317,63.7,428,"9,682",1336,14.2,1153,8%,793
"Birla Institute of Technology and Science, Pilani",29.8,828,20.3,1097,11.3,1348,63.8,596,38.2,1246,19.8,1692,"15,651",969,18.1,710,2%,1347
Boğaziçi University,29.8,829,24.4,789,24.6,572,39.8,1030,54.1,338,41.8,906,"12,614",1146,22.3,417,3%,1181
University of Brighton,29.8,830,17.9,1355,15.6,986,53,794,37.6,1393,78,239,"15,015",1014,16.8,838,22%,267
Cairo University,29.8,831,23.6,833,17.1,886,51.7,821,37.6,1394,38.7,993,"224,216",5,36.8,87,4%,1054
University of Calabria,29.8,832,17.1,1467,18,845,57.3,713,37.4,1470,37.9,1017,"19,788",757,23.2,380,3%,1179
Chapman University,29.8,833,38.5,273,13.9,1110,43.3,966,37.4,1474,40.6,943,"9,332",1358,12.8,1312,8%,800
Institute of Chemical Technology,29.8,834,38.1,281,19.9,746,35.6,1101,42.5,723,15.1,1794,"2,550",1744,17.2,795,0%,1733
Chengdu University,29.8,835,16.5,1551,10.6,1444,67.5,530,42.7,705,22.4,1593,"22,762",640,16.3,883,2%,1357
"China University of Petroleum, Beijing",29.8,836,24.4,790,25.2,555,38.4,1056,94.6,42,22.4,1592,"17,001",900,17.4,777,4%,1100
Chulalongkorn University,29.8,837,31.5,461,25.5,538,34.5,1119,87.5,83,38.1,1011,"34,095",297,11.5,1435,3%,1258
Clemson University,29.8,838,25.2,728,21.4,690,41.7,995,40.9,856,43.7,841,"23,491",615,15.5,979,6%,927
University of Clermont Auvergne,29.8,839,18.7,1249,16.3,936,48.9,870,38.2,1252,61.2,460,"36,630",249,20.9,498,15%,461
Coventry University,29.8,840,18.8,1231,14.4,1075,52.4,808,37.1,1600,94,65,"32,820",333,16.1,906,47%,29
CY Cergy Paris University,29.8,841,22.7,896,24.6,573,35.9,1089,42.4,728,88.2,135,"14,999",1016,19.6,599,23%,239
University of Dayton,29.8,842,32.6,425,25.4,543,29.5,1222,43.4,652,33.1,1163,"11,183",1233,16.5,868,11%,630
University of Deusto,29.8,843,18.9,1221,20.3,731,49.9,855,46.1,518,47.4,734,"9,518",1349,20.1,562,11%,625
Diego Portales University,29.8,844,15.4,1655,11.1,1383,69.5,496,36.9,1733,52.1,626,"17,613",872,16,924,2%,1360
Donghua University,29.8,845,20.7,1062,19.6,759,55.1,760,65,232,32.2,1184,"22,434",655,14.4,1118,6%,938
Duzce University,29.8,846,20.4,1089,14.6,1056,56.7,728,83.5,98,26.6,1399,"21,552",688,35.5,104,8%,763
Edge Hill University,29.8,847,17.7,1391,14.2,1094,58,703,37,1660,49.1,694,"10,990",1242,15.4,997,7%,864
"University of Engineering and Technology, Peshawar",29.8,848,14.2,1741,11.8,1305,62,624,38.2,1248,44.6,816,"8,680",1411,20.7,515,1%,1507
Ewha Womans University,29.8,849,32.3,438,33.1,345,26.2,1279,70.4,191,44.3,822,"14,746",1026,17.5,764,13%,548
Federal University of Minas Gerais,29.8,850,34.2,373,19.1,791,42.2,983,38.7,1161,29.4,1294,"40,998",180,12.9,1290,1%,1595
Universidade Federal de Sergipe,29.8,851,17.4,1430,9.9,1535,67.2,536,36.9,1737,23.1,1561,"26,327",526,15.8,947,0%,1748
Firat University,29.8,852,15.6,1633,9,1649,74.6,421,37,1647,25.1,1459,"39,961",195,20.6,520,5%,983
Florida Agricultural and Mechanical University,29.8,853,36.8,303,13.8,1117,36.8,1081,37.3,1524,41.5,924,"9,342",1357,16.8,842,1%,1547
Florida Atlantic University,29.8,854,21.5,996,19.3,779,46,927,42.6,716,48.5,707,"24,191",599,18.7,661,10%,683
University of Foggia,29.8,855,17.9,1356,21.3,700,55.7,747,38.8,1149,26.3,1411,"11,292",1225,31.8,152,1%,1456
University of the Free State,29.8,856,18.1,1326,17.6,861,49.4,864,40.1,948,47.3,738,"33,826",301,36.8,88,2%,1290
Fujita Health University,29.8,857,25.1,737,11.7,1309,64,590,40.2,928,20.5,1670,"3,082",1724,3.8,1779,1%,1647
Fuzhou University,29.8,858,17.2,1457,14.4,1077,60.1,666,55,323,29,1301,"39,987",194,16.8,834,1%,1546
University of Girona,29.8,859,18.9,1222,21.9,667,52.8,801,39.6,1022,53,605,"14,011",1064,21.1,483,15%,460
Guangdong University of Technology,29.8,860,16.2,1582,14.8,1046,69.9,488,61.1,261,25.1,1458,"46,040",132,18.1,706,0%,1724
Hiroshima University,29.8,861,32.5,428,23.5,608,29.7,1219,49.6,415,38.6,995,"14,612",1034,8.1,1692,9%,758
Indian Institute of Technology Patna,29.8,862,27.2,642,24,591,50.1,851,37.1,1602,17.8,1752,"2,203",1751,17.9,725,0%,1726
Indian Institute of Technology Gandhinagar,29.8,863,34,379,27.5,487,34.2,1126,44.8,574,23.9,1518,"1,782",1765,15.1,1037,1%,1567
